"SEASON","EPISODE","SCENE_INDEX","CHARACTER","TEXT"
"01","01","18","SANDY","So we're all really excited about your fashion show fund-raiser for tomorrow night."
"01","01","18","MARISSA","Really? You are?"
"01","01","18","SANDY","…No."
"01","01","19","LUKE","(to Marissa) Come on, let's go."
"01","01","19","MARISSA","(to Ryan) Hey, you should come by, check it out…if you don't have other plans. See you."
"01","01","19","SANDY","Good night."
"01","01","20","SANDY","Let's go inside. Uh, there's no smoking in this house."
"01","01","21","SANDY","So, this is where you'll be staying, and this is the queen of the manor herself, my wife Kirsten."
"01","01","21","KIRSTEN","Hello Ryan. Welcome to our home. If you need anything, Rosie here can help you."
"01","01","21","RYAN","Thank you. Thanks very much."
"01","01","21","SANDY","We'll see you in the morning. Make yourself comfortable."
"01","01","22","SETH","Hey."
"01","01","22","RYAN","Hey."
"01","01","22","SETH","Do you want to play?"
"01","01","23","SETH","Oh, looks like someone's trying to be a hero, but he got a little cocky. X O X O. It's an unbeatable combination. Oh! Oh! Oh…! What happened to your head, dude? Where did it go? I'm sorry. Did someone die? Oh, hey, do you want to play Grand Theft Auto? It's pretty cool. You can, like, steal cars and…not that that's cool…or uncool. I don't know. Um…"
"01","01","23","SANDY","I see you two have met. Seth, what are you doing inside on this beautiful day? Why don't you show Ryan around?"
"01","01","23","SETH","(sarcastically) Okay, ‘cause it's so great around here. There's so much to do, dad. (Turns to Ryan) I don't know, unless, what do you want to do?"
"01","01","23","RYAN","What do you guys do around here?"
"01","01","24","SETH","I have…this plan. Well, I don't-I don't know what you'd think but, next July, the trade winds shift west and I want to sail to Tahiti. I can do it in 44 days. Maybe even 42."
"01","01","24","RYAN","Wow. That…that sounds really cool, man."
"01","01","24","SETH","Yeah. Just hit the high seas and catch fish right off the side of the boat. Grill them right there. Just total quiet. Solitude."
"01","01","24","RYAN","You won't get lonely?"
"01","01","24","SETH","Well, I'll have Summer with me."
"01","01","24","RYAN","You're going to take this to Tahiti."
"01","01","24","SETH","(chuckles) Um…no. It's the girl the boat's named after."
"01","01","24","RYAN","She must be pretty stoked."
"01","01","24","SETH","Yeah, she has no idea. I've never talked to her before."
"01","01","25","SANDY","Hey, fellas. I thought we'd head over to the fashion show at about seven."
"01","01","25","SETH","Yeah, have fun."
"01","01","25","SANDY","Come on. It's a whole new school year, Seth."
"01","01","25","SETH","It's also the same kids, Dad. Why do they even need a fashion show? Every day's a fashion show for these people."
"01","01","25","SANDY","Yeah, well, Ryan has to go. Marissa invited him."
"01","01","25","SETH","(to Ryan) Marissa invited you? I've lived next door to Marissa since, like, forever. Her dad almost got married to my mom even and, like, she's never even invited me to a birthday."
"01","01","25","SANDY","That is not true. They did not almost get married."
"01","01","25","SETH","Eh."
"01","01","25","RYAN","Hey, maybe Summer would be there."
"01","01","26","MARISSA","My dad's not here."
"01","01","26","MARISSA","I don't know."
"01","01","27","JIMMY","Hey. Thanks, kiddo. I just didn't have time to deal with those guys right now."
"01","01","27","MARISSA","Who are they?"
"01","01","27","JIMMY","Suits. Bureaucrats. ""The Man."""
"01","01","27","MARISSA","But, I mean, everything's okay right?"
"01","01","27","JIMMY","Yeah, it's just a…just a thing with a…with a client. Nothing for you to worry about, okay?"
"01","01","28","SANDY","Wow, look at that. Fits you beautifully. Where's your tie?"
"01","01","28","RYAN","I'm not going to wear one. Open collar. It's a good look."
"01","01","28","SANDY","I didn't know how to tie a tie till I was 25. Come on. Give me your tie."
"01","01","29","SANDY","Button your top button. All right, collar up. Now, the skinny side has got to be shorter than the fat side. How much shorter, it changes tie to tie. Sometimes, it's just a mystery. All right. So you got to hang out with Seth. How was that? Was that…? Was that all right? He's an interesting kid if you get to know him."
"01","01","29","RYAN","He's cool."
"01","01","29","SANDY","Cool, huh? All right. There we go. (He finished fixing the tie) Turn around. Look at you. Huh? (Pats him on the shoulders) Beats a jumpsuit."
"01","01","30","JULIE","Oh, I love them, Caitlin. Do you like my hair this straight or is it too Avril Lavigne?"
"01","01","30","MARISSA","No, it looks good mom."
"01","01","30","JULIE","Oh, Marissa, you look…Oh honey, I thought you were going to wear your hair down. Pulled back like that, it's a little harsh on your angles."
"01","01","30","MARISSA","Okay. Let's go!"
"01","01","30","JULIE","It's going to be so amazing tonight. Are you going to wear the Donna Karan tonight, Mariss? I thought it was very forgiving."
"01","01","30","JIMMY","You look beautiful, Kiddo."
"01","01","32","SETH","(sarcastically) Welcome to the dark side."
"01","01","33","RYAN","Yes, you did."
"01","01","34","RYAN","Hi. Can I get a Seven and Seven? Thanks."
"01","01","35","KIRSTEN","Thank you. I want my husband to be right about you."
"01","01","36","SETH","Hey, Luke. What's up?"
"01","01","36","LUKE","Hey! Yeah. Suck it, queer."
"01","01","37","SETH","My vacation was great, too. Thank you for asking about it."
"01","01","38","SETH","Summer's right over there. Look. I'm sorry. Wait. Don't look don't look. But I mean you can look, but don't look like you're looking. (Sandy walks up) Hey dad."
"01","01","38","SANDY","Hey guys."
"01","01","39","SUMMER","Who is that?"
"01","01","39","MARISSA","Um, the cousin, the pool boy? (laughs) I don't know."
"01","01","39","SUMMER","Well, I'm going to find out."
"01","01","40","SANDY","Is that Summer?"
"01","01","40","SETH","You know, um, I'm going to, uh, sit. (walks away)"
"01","01","40","RYAN","Way to salt his game, Mr. Cohen."
"01","01","41","SETH","Hello, Chester. Are these seats taken? Okay."
"01","01","42","SETH","So, Chester, are you looking forward to your next sailing lesson? You're making some really good strides. (pause) Okay, I'm glad we had this little chance to catch up, you know?"
"01","01","42","MARISSA","(talking into microphone) Thank you. Thank you. Thank you all so much for coming. Every year, we put on a fashion show to raise money for the battered women shelter. It's such a good cause, you guys, and we couldn't do any of it without your support and the support of Fashion Island and all their great stores. All right, enjoy the show!"
"01","01","43","SETH","She's got Tahiti written all over her. (moans)"
"01","01","45","SUMMER","Look what I stole."
"01","01","45","MARISSA","(holds up bottle of liquor) Look what I stole."
"01","01","45","SUMMER","(gasp) All right! Here."
"01","01","45","MARISSA","Thanks."
"01","01","46","KIRSTEN","She's so beautiful, you guys."
"01","01","46","SANDY","Coop, I think you spent more on that dress than I make in a year."
"01","01","46","SANDY","Well, you're bound to be half right."
"01","01","47","KIRSTEN","You okay, Jimmy?"
"01","01","47","JIMMY","Yeah. It's just uh, just…it's a little stuffy in here. I'm going to get some fresh air, okay? (gets up and leaves)"
"01","01","47","JULIE","Marissa wanted to wear these Prada Mary Janes, but I told her she had to wear the stiletto Manolos."
"01","01","48","SUMMER","Hey. Where you going? My friend, Holly…well, her parents are letting use their beach house as a gift, you know, ‘cause of all our hard work for charity. If you need a ride…or…anything. I'm Summer."
"01","01","49","SETH","Hey, you ready to go?"
"01","01","49","RYAN","Yeah. We should, uh, go to that party at that girl Holly's place."
"01","01","49","SETH","Uh, yeah, no, that's all right."
"01","01","49","RYAN","Summer…invited me."
"01","01","49","SETH","Really? She did?"
"01","01","49","RYAN","Us. She asked for you, actually."
"01","01","49","SETH","Really? She did?"
"01","01","49","SUMMER","(from the Jeep) Come on!"
"01","01","49","SETH","That makes absolutely no sense, but, yes, we should go. (He turns to the people he was talking to before) We're going to go with them. Thanks, guys."
"01","01","50","SETH","If it sucks, we can always bail…"
"01","01","51","RYAN","Welcome to the dark side."
"01","01","52","SETH","Oh, hey…cocaine. That's awesome."
"01","01","53","SUMMER","(huffs) Is that a new purse?"
"01","01","53","MARISSA","Yeah."
"01","01","53","SUMMER","Does you dad ever say no?"
"01","01","54","SUMMER","Hey…look who I brought."
"01","01","55","SUMMER","I'm going to play him hot and cold."
"01","01","56","SUMMER","You want to pee? I got to pee."
"01","01","57","LUKE","Yeah. Hey, you want to go check it out?"
"01","01","57","LUKE","Hmm? Oh, no worries."
"01","01","58","KIRSTEN","Hey, Jimmy."
"01","01","58","JIMMY","Hey."
"01","01","58","KIRSTEN","(to the dog) Hey Dusty."
"01","01","58","JIMMY","Dusty, look who's here."
"01","01","58","KIRSTEN","Are you really okay?"
"01","01","58","JIMMY","Oh, yeah, yeah. Yeah."
"01","01","58","KIRSTEN","‘Cause you know, you can always…"
"01","01","58","JIMMY","No, you know, I've just been working really hard. So, who was that…that kid that…that you brought tonight? You have a cousin from Boston?"
"01","01","58","KIRSTEN","One of Sandy's clients. He…brought him home for the weekend."
"01","01","58","JIMMY","Uh huh."
"01","01","58","JULIE","Jimmy? Honey, did you get my fro yo?"
"01","01","58","JIMMY","(sighs) No. I forgot. (She looks expectantly at him) All right. I'll go back."
"01","01","58","JULIE","Pistachio. Thanks, sweetie. Hi Kirsten."
"01","01","59","JIMMY","You ever think this would be our lives?"
"01","01","59","KIRSTEN","Is Marissa back yet?"
"01","01","59","JIMMY","Oh, well, she usually stays out pretty late."
"01","01","59","KIRSTEN","Seth never goes out."
"01","01","59","JIMMY","Hmm, don't worry. Sure they're not doing anything we didn't do."
"01","01","59","KIRSTEN","Oh, that's comforting."
"01","01","60","SETH","Wow, I'm sorry. I should…really learn to knock incase there's a threesome going on in the bathroom. (He closes the door.)"
"01","01","62","MARISSA","Hey."
"01","01","62","RYAN","Hey."
"01","01","62","MARISSA","So, what do you think of Newport?"
"01","01","62","RYAN","I think I can get in less trouble where I'm from."
"01","01","62","MARISSA","(to Ryan) You have no idea. (She walks away)"
"01","01","63","SETH","I fixed the keg. Fine, more for me."
"01","01","64","SUMMER","Look…who I found."
"01","01","65","SUMMER","(laughing) Oops. I'm wasted. (She starts hanging onto him) So, what's your name anyway?"
"01","01","65","RYAN","Ryan."
"01","01","65","SETH","Ryan, you got to come um…what are you doing?"
"01","01","65","RYAN","(He tries to push Summer away) Hey um…"
"01","01","65","SUMMER","Excuse me?"
"01","01","65","SETH","What are you doing? I named my boat after her."
"01","01","65","SUMMER","(laughs) What? Eww…who are you?"
"01","01","65","RYAN","It's not what you think. She's a little bit drunk, okay?"
"01","01","65","SUMMER","Come on, Ryan."
"01","01","66","RYAN","Seth…Seth Seth!"
"01","01","67","SETH","Don't touch me! You know what? Why don't you go back to Chino? I'm sure there's a really nice car in the parking lot that you could steal."
"01","01","68","SUMMER","Chino? Eww."
"01","01","70","SETH","You guys really wouldn't hurt me, because that would be so clichéd. (They pick him up) I guess you're fans of the cliché."
"01","01","70","RYAN","Hey hey! Put him down! Put him down."
"01","01","70","SETH","(being held upside down) Hey Ryan. What's up?"
"01","01","70","RYAN","Put him down."
"01","01","70","LUKE","Hey, what's up, dude? You got a problem?"
"01","01","70","RYAN","You tell me."
"01","01","71","LUKE","Welcome to the O.C., bitch. This is how it's done in Orange County."
"01","01","72","SETH","Well, I…I don't know what to say…except that you totally had my back out there. We're, like, in a fight club or something. I don't know. You know what I think? Ryan, I think that if you were to teach me some moves, I think that we could totally take em next time. That's what I think. Give them some of that (kicks), you know what I'm saying? And a little bit of that and that (kicks twice). What do you think about that? (They clasp hands) Yeah. Oh also, that wasn't exactly the way that I first planned to talk to Summer, but I am now on her radar. Do you think I should tell her about Tahiti? Do you?"
"01","01","72","RYAN","Not yet."
"01","01","72","SETH","That's what I thought. That's what I was thinking. I wanted to make sure, we were on the same page."
"01","01","73","SETH","Quite a little night we had there. I'm not going to forget it. Ryan, I'm not going to forget that one."
"01","01","74","SUMMER","(giggling) I can't believe her."
"01","01","74","SUMMER","Shouldn't her boyfriend be doing this?"
"01","01","75","SUMMER","How are we going to find her keys? (She grabs Marissa's purse and starts digging through it) I can't find her keys."
"01","01","75","SUMMER","I know, I know."
"01","01","76","SUMMER","Bye, Coop. Call us."
"01","01","77","RYAN","(whispering) Hey. (He grabs her purse.) Get your keys."
"01","01","78","KIRSTEN","Thank God."
"01","01","79","KIRSTEN","What happened to your face?"
"01","01","79","SETH","Mm. I got into a fight."
"01","01","79","KIRSTEN","With who? Why?"
"01","01","79","SETH","I don't really know. I don't really remember. Um…I was really drunk. Yeah, I think I still am a little bit."
"01","01","79","KIRSTEN","Let's go. House. Now. (She drags him off the couch and to the door.)"
"01","01","79","SETH","Later!"
"01","01","80","SANDY","Oh, honey, you should have seen the waves coming in. Six foot, and it was going off."
"01","01","80","KIRSTEN","Seth got into a fight."
"01","01","80","SANDY","He did?"
"01","01","80","KIRSTEN","This is what happens when you let someone like this into our house. When we let out son hang out with criminals."
"01","01","80","SANDY","Well, at least he has someone to hang out with. Don't salt his game, honey."
"01","01","80","KIRSTEN","What the hell does that mean?"
"01","01","80","SANDY","I-I…It…I don't know. I just know that I'd rather have Seth hanging out with Ryan than some trust fund kid from around here who only cares about getting a new Beemer every year. There's a whole world outside this Newport Beach bubble."
"01","01","80","KIRSTEN","You don't seem to mind living in this bubble."
"01","01","80","SANDY","I know there's something else out there. You remember when we were 22? What'd you say? You said you'd never be like your parents. You'd never have their life."
"01","01","80","KIRSTEN","I was 22. I stank of patchouli and I lived in the back of a mail truck."
"01","01","80","SANDY","And you were fun. And rebellious, and…and…you married me."
"01","01","80","KIRSTEN","I can't. I'm sorry. I don't want this kid in my house anymore. (She walks back towards the house.)"
"01","01","80","SANDY","Where is he supposed to go?"
"01","01","80","KIRSTEN","He has a family, Sandy. It's not up to you to decide whether or not they're good enough."
"01","01","81","KIRSTEN","Look, Ryan, I don't mean to play bad cop. It's nothing personal…(Ryan walks over to the stove) is that bacon?"
"01","01","81","RYAN","I usually make breakfast at my house. My mom's not much of a cook, so…"
"01","01","81","KIRSTEN","I'm sorry. You seem like a really nice kid."
"01","01","81","RYAN","It's okay. I get it. (He walks over to get his things) You have a really nice family."
"01","01","82","RYAN","(knocks on wall) Hey, man."
"01","01","82","SETH","(turns over) Hey."
"01","01","82","RYAN","Hi. So…I gotta jet."
"01","01","82","SETH","You're leaving? So…hmm…so, what's up?"
"01","01","82","RYAN","I got to go back. Try to figure some stuff out back home."
"01","01","82","SETH","Okay Well…cool. Or…not cool, but, you know…what I think I mean."
"01","01","83","SETH","Come here. (Pulls Ryan into hug) I'll come down to Chino. You know, I'll visit you and you can show me your world. Or your hood or… (laughs)"
"01","01","83","RYAN","All right. (He turns to leave, but Seth stops him.)"
"01","01","83","SETH","Wait a second. Just wait one second. Hmm. (He walks over to his desk, grabs a map, and hands it to Ryan. We see that it's a map of the Pacific Ocean.) Maybe there's some place you want to go. It's pretty good for ideas."
"01","01","84","SETH","Ah!"
"01","01","85","RYAN","So, thanks. For everything."
"01","01","85","SANDY","(Reassuringly) I'm going to make sure everything works out, Ryan."
"01","01","86","RYAN","It's okay. I can take it from here."
"01","01","87","SANDY","Come on. Let's go."
"01","02","0","KIRSTEN","How was your swim?"
"01","02","1","RYAN","It was great."
"01","02","1","RYAN","looks at a model of a mansion that is on the kitchen counter."
"01","02","1","KIRSTEN","It's a model home. I build them."
"01","02","2","KIRSTEN","It's just a laugh riot around here."
"01","02","2","RYAN","This all looks really good."
"01","02","2","SETH","Yeah, it's too bad you're leaving."
"01","02","3","KIRSTEN","That's not true. I cook all the time."
"01","02","3","SETH","Dad??"
"01","02","3","SANDY","I'm sorry honey?"
"01","02","3","KIRSTEN","Let's just eat."
"01","02","3","SANDY","And we're not saying that we want you to cook more--"
"01","02","3","SETH","Oh, hell no, you remember that meatloaf incident of '98?"
"01","02","3","KIRSTEN","That was brisket."
"01","02","3","RYAN","is just watching them interact."
"01","02","3","SETH","Yeah, that's my point exactly."
"01","02","4","SANDY","As your attorney I'll cosign these forms. They basically say that you don't have a legal parent or guardian available."
"01","02","4","RYAN","I am now property of the government."
"01","02","5","SANDY","So we'll meet with your social worker in the morning and the--and she'll be the one to, uh to take you to the--to the group home. My contact at child services got you in with only two other kids, which is good. It can get crowded."
"01","02","5","RYAN","(unsure)Thanks. I appreciate it."
"01","02","5","SANDY","And you know, they do find foster home for kids your age."
"01","02","5","SETH","Yeah, because everyone wants a brand new teenager."
"01","02","5","SETH","(CONT'D)I'm sorry if I'm the only one here that will state the obvious-"
"01","02","5","SETH","--But we have all this extra room, right? We have a pool house. Yet you guys are going to ship him off to a group home. Am I the only one who gets how much that sucks?"
"01","02","6","KIRSTEN","looks guiltier than ever."
"01","02","6","SANDY","Goodnight."
"01","02","6","RYAN","exits towards the pool house."
"01","02","7","RYAN","can't sleep. He gets up and puts on his jeans."
"01","02","8","SETH","Hey, got a little Playstation, perhaps-uh, are you running away?"
"01","02","8","SETH","nods his head, hoping for approval."
"01","02","8","RYAN","No."
"01","02","8","SETH","Fair enough. Where you going?"
"01","02","8","RYAN","I don't know. New town, get a job somewhere. Save some money."
"01","02","8","SETH","(sarcastically)That's a great plan. Sounds like you've given it a lot of thought."
"01","02","8","RYAN","Got a better idea?"
"01","02","8","SETH","(realizing)Actually, I do."
"01","02","8","SETH","is dressed all in black and is putting items into a knapsack clumsily."
"01","02","8","SANDY","Hey, can I talk to you?"
"01","02","8","SETH","(groggily)Dad? What is it morning?"
"01","02","8","SANDY","(surprised)You were asleep?"
"01","02","8","SETH","Yeah, I was. What's going on?"
"01","02","8","SANDY","Well, uh, I wanted to talk about"
"01","02","8","RYAN","."
"01","02","8","SETH","Yeah, I know. It's cool. We don't need to discuss it."
"01","02","8","SANDY","Well, I think we, we do. I know you're upset. Your mother and I are upset. But our responsibility is to-is to our family."
"01","02","8","SETH","Yeah, it's okay. No, I get it. I mean, this is a person's life we're talking about and we need to leave it in the hands of the authorities."
"01","02","8","SANDY","(annoyed)There's no need for sarcasm."
"01","02","8","SETH","I'm not being sarcastic."
"01","02","8","SANDY","(contrite)It's hard to tell sometimes."
"01","02","8","SETH","Dad, it's okay, really?"
"01","02","8","SANDY","When you want to talk about it?"
"01","02","8","SETH","(hurriedly)Yeah, I know. You're the one to talk to."
"01","02","8","SETH","puts his head back under the covers."
"01","02","8","SETH","(CONT'D)Got it. 'Night."
"01","02","8","SANDY","Goodnight."
"01","02","8","SETH","Goodnight."
"01","02","10","MARISSA","Okay I got it. I'll be there in like 20 minutes."
"01","02","10","RYAN","Hey."
"01","02","10","MARISSA","Hey. I didn't think I'd see you again.(beat)Look, I wanted to say thanks. For the other night."
"01","02","10","RYAN","You always drink like that?"
"01","02","10","MARISSA","(changing subject)I thought you left."
"01","02","10","RYAN","Did. I am."
"01","02","11","SETH","(CONT'D)(louder)Hi there Marissa."
"01","02","11","MARISSA","What are you doing?"
"01","02","12","MARISSA","It's my friend Summer's birthday."
"01","02","12","SETH","(too quickly)Summer's birthday's not 'till Wednesday.(off her look)It's what I heard. I don't know."
"01","02","13","MARISSA","You guys are up to something."
"01","02","13","RYAN","I didn't tell her anything."
"01","02","14","SETH","Okay, I was going for stealth, and also, it's slimming. We should really go.(to Marissa)Have fun at your party."
"01","02","14","RYAN","(to Marissa)You should probably be off. The"
"01","02","15","MARISSA","Oh, yeah?"
"01","02","16","MARISSA","Why won't you tell me where you're going? This is pretty far away."
"01","02","16","SETH","Oh, wow, complaining. That's very interesting considering nobody invited you."
"01","02","16","MARISSA","Before I came you were on a skateboard."
"01","02","16","SETH","takes this as a huge insult."
"01","02","16","SETH","Oh! Oh!"
"01","02","16","RYAN","and Marissa look at each other. Marissa smiles. The radio is playing in the b.g."
"01","02","16","RYAN","Yeah, I guess."
"01","02","16","MARISSA","Well, what do you like?"
"01","02","16","RYAN","Everything. I-I don't know. I"
"01","02","17","SETH","Dude, that's kind of weird."
"01","02","17","RYAN","(to Marissa)Why? What do you like?"
"01","02","17","MARISSA","Uh, right now? Punk."
"01","02","17","SETH","I'm sorry, uh, Avril Lavigne doesn't count as punk."
"01","02","17","MARISSA","Oh yeah? Well what about The"
"01","02","18","SETH","I listen to the same music as"
"01","02","19","RYAN","(to Marissa)You listen to punk, huh?"
"01","02","19","MARISSA","(matter-of-factly)I'm angry."
"01","02","20","MARISSA","It looks scary."
"01","02","20","SETH","Well then you can stay in the"
"01","02","21","RYAN","(realizing)This isn't?"
"01","02","21","MARISSA","Where are we?"
"01","02","21","SETH","Well, it's one of my mom's housing developments. Her and my grandfather and a bunch of them."
"01","02","22","MARISSA","Why, did someone die here and now it's haunted?"
"01","02","22","SETH","(sarcastically)Yes that's exactly what happened."
"01","02","22","RYAN","What did happen?"
"01","02","22","SETH","I don't know."
"01","02","22","KIRSTEN","(O.S.)How do contractors just disappear?"
"01","02","23","SANDY","No luck with the contractors?"
"01","02","23","SANDY","I think so. Don't blame yourself."
"01","02","23","SANDY","I was talking about the contractors."
"01","02","23","KIRSTEN","smiles."
"01","02","24","MARISSA","So you want him to stay here?"
"01","02","24","RYAN","I haven't really had time to think."
"01","02","24","SETH","Well, how much better is this place than some group home. Hang on, and wait until you see the best part."
"01","02","24","SETH","open two doors to where an empty pool is and makes a noise that sounds like something from the 'Survivor' theme song."
"01","02","24","RYAN","(not so amazed)It's an empty pool"
"01","02","24","SETH","To some people."
"01","02","25","MARISSA","So your mom, I mean, she has to come back, right?"
"01","02","25","RYAN","I don't know. My mom's kind of a trainwreck."
"01","02","25","MARISSA","So's mine."
"01","02","25","MARISSA","Well, I mean, what about your dad? Can you call him?"
"01","02","25","RYAN","Dad's in jail. Armed robbery. Impressive, huh?"
"01","02","26","MARISSA","My dad is like a financial planner, and I"
"01","02","27","RYAN","I don't have any stock tips."
"01","02","27","MARISSA","He stopped going to the office and these guys keep showing up at the door but he won't answer.(beat)Look, I haven't told anybody that--"
"01","02","27","RYAN","I can keep a secret."
"01","02","28","MARISSA","(on phone)Hey!"
"01","02","29","LUKE","Where you at girl? It's time for you to get your buzz on. Nolan's so faded he can't even feel his feet."
"01","02","29","LUKE","I miss you babe. You know it's not a party without you."
"01","02","30","MARISSA","Aww, you're sweet."
"01","02","30","LUKE","(O.S.)What's the deal? I mean you were supposed to be here an hour ago."
"01","02","30","MARISSA","Okay, I'll be there soon.(beat)Say hi to everyone."
"01","02","30","LUKE","All right. Love you."
"01","02","31","MARISSA","(awkwardly)Love you too."
"01","02","31","RYAN","freezes for a moment having heard this."
"01","02","31","MARISSA","(CONT'D)Bye."
"01","02","32","RYAN","So, how long you been with him?"
"01","02","32","MARISSA","Luke? Um, I don't know really."
"01","02","32","SETH","I know. 5th grade, when you two got your mack on during our class trip to the Museum of Tolerance. Back of the bus."
"01","02","33","MARISSA","You know what? What's your problem Cohen?"
"01","02","34","SETH","Nothing Marissa. I've lived nextdoor to you forever and you've never done or said anything to me."
"01","02","34","MARISSA","Oh my god, you're the one who never talks to me. You think you're so much better than everyone."
"01","02","34","SETH","I do?(off her look)Well, if you're talking about Luke, then yes, because that guy shaves his chest!"
"01","02","34","RYAN","starts laughing."
"01","02","34","MARISSA","(defensively)He plays water polo."
"01","02","34","SETH","We know, half the team tried to kill us the other night."
"01","02","34","RYAN","(off Marissa's look)I'm not too popular around here. And your boyfriend? A little bit angry."
"01","02","34","MARISSA","And you're telling me you didn't try to hit him back?"
"01","02","34","RYAN","Actually, I hit him first."
"01","02","34","MARISSA","Wow, hard to believe you're not more popular."
"01","02","35","SETH","I thought this could be your room."
"01","02","35","RYAN","I still don't know if it's a good idea for me to sleep around or not."
"01","02","35","MARISSA","You should stay."
"01","02","36","RYAN","Okay. For a little while."
"01","02","36","SETH","So when she says it you listen?"
"01","02","37","MARISSA","(on phone)Hey Summer!"
